0 0.00182064 6.74311e-05 7.45152e-05 4.18139e-05
1 0.00249887 9.25506e-05 2.68471e-05 5.97166e-05
2 0.00502648 0.000186166 2.72044e-05 0.000369073
3 0.00296914 0.000109968 9.4276e-05 0.000334048
4 0.00327255 0.000121206 5.48597e-05 1.64726e-05
5 0.00349458 0.000129429 0.000238439 5.56896e-05
6 0.00327937 0.000121458 8.70402e-05 3.94063e-05
7 0.00165098 6.11475e-05 2.64649e-05 0.00021305
8 0.147506 0.00546319 5.55348e-05 0.0218414
9 0.10203 0.00377888 0.00827555 0.000101845
0 0.00309115 0.000114487 4.40422e-05 4.11315e-05
1 0.00571701 0.000211741 5.00037e-05 0.000170388
2 0.00477513 0.000176857 0.000325551 0.00011164
3 0.00264895 9.81091e-05 0.000535395 5.59865e-05
4 0.334656 0.0123947 6.0874e-05 5.01791e-05
5 0.195023 0.00722309 0.0213878 6.83048e-05
6 0.00108861 4.03188e-05 3.57446e-05 5.20766e-05
7 0.00199155 7.3761e-05 4.94095e-05 3.33964e-05
8 0.00165324 6.1231e-05 0.000108573 5.17946e-05
9 0.00265059 9.817e-05 9.52562e-06 1.45246e-05
0 0.00206709 7.65588e-05 2.87517e-05 9.01942e-05
1 0.00243574 9.02126e-05 3.20813e-05 1.84925e-05
2 0.00616038 0.000228162 6.80686e-05 7.30914e-05
3 0.00527853 0.000195501 7.35117e-05 0.000784418
4 0.00244932 9.07156e-05 0.000226231 6.57494e-05
5 0.000707245 2.61943e-05 9.22383e-05 2.21192e-05
6 0.00111882 4.14377e-05 5.28563e-05 4.59205e-05
7 0.0172119 0.000637479 1.13213e-05 0.00547939
8 0.0322427 0.00119417 2.87715e-05 0.000115486
9 0.00291631 0.000108012 6.42147e-06 0.000116066
0 0.00214832 7.95674e-05 6.79003e-05 4.50841e-05
1 0.00344355 0.000127539 4.92442e-05 2.4219e-05
2 0.00591926 0.000219232 4.85151e-05 5.73864e-05
3 0.0131342 0.000486453 7.00746e-05 4.34345e-05
4 0.00350621 0.00012986 0.00014485 3.36318e-05
5 0.00318797 0.000118073 8.98248e-05 1.45683e-05
6 0.003858 0.000142889 2.43842e-05 8.70424e-05
7 0.00444378 0.000164584 0.00014964 9.05927e-05
8 0.00211921 7.84893e-05 3.0085e-05 9.90107e-06
9 0.00276005 0.000102224 4.12032e-05 9.82699e-07
0 0.00483752 0.000179168 7.23467e-05 1.5303e-05
1 0.00475314 0.000176042 0.000191985 0.000286285
2 0.00387626 0.000143565 3.00877e-05 7.48929e-05
3 0.00380446 0.000140906 0.000902794 2.67434e-05
4 0.00246625 9.13425e-05 2.8732e-06 6.34147e-05
5 0.00248916 9.21911e-05 1.63086e-05 8.94343e-05
6 0.00331877 0.000122918 0.00031335 0.000146479
7 0.00761884 0.000282179 4.94974e-05 0.000197733
8 0.00369434 0.000136827 0.000127664 5.74144e-05
9 0.00333838 0.000123644 0.000665254 3.53577e-05
0 0.00211087 7.81802e-05 0.000156646 6.7292e-05
1 0.00145928 5.40472e-05 1.64214e-05 5.17014e-05
2 0.0023014 8.52371e-05 4.23148e-05 6.12346e-05
3 0.00474384 0.000175698 1.73907e-05 4.89827e-06
4 0.00143048 5.29809e-05 4.05575e-05 3.55088e-05
5 0.0105266 0.000389873 6.33523e-05 8.52299e-05
6 0.0018568 6.87703e-05 3.71905e-05 3.68839e-05
7 0.00566894 0.000209961 3.53616e-05 0.000151848
8 0.00313406 0.000116076 5.07032e-05 0.000166888
9 0.0415092 0.00153738 2.97971e-05 0.000266025
0 0.00586017 0.000217043 9.23183e-06 7.68553e-05
1 0.00151225 5.60092e-05 7.81993e-05 1.5381e-05
2 0.00325613 0.000120598 2.87045e-05 3.07113e-05
3 0.00384866 0.000142543 0.000184446 4.15523e-05
4 0.00588512 0.000217967 0.00136349 8.47432e-06
5 0.00512566 0.000189839 0.000472787 0.000190753
6 0.00157938 5.84956e-05 9.36315e-05 2.1107e-05
7 0.00565957 0.000209614 0.000162644 0.000106229
8 0.00381578 0.000141325 5.87472e-05 4.90161e-05
9 0.00314505 0.000116483 0.000528699 6.36547e-05
0 0.00475188 0.000175996 0.000191227 4.47175e-05
1 0.00705762 0.000261393 0.000940173 2.68176e-05
2 0.00448446 0.000166091 8.50635e-05 0.000491364
3 0.00498829 0.000184752 1.37857e-05 0.00123111
4 0.00231689 8.58107e-05 0.000119007 1.35985e-05
5 0.00214427 7.94176e-05 8.34856e-05 4.77431e-05
6 0.002769 0.000102555 3.85066e-05 2.62351e-05
7 0.00489347 0.000181239 3.77414e-05 0.000234446
8 0.00833728 0.000308788 0.00232598 4.00888e-05
9 0.00171347 6.34617e-05 2.87296e-05 9.08637e-05
0 0.00382044 0.000141498 7.5585e-05 3.52825e-05
1 0.00185183 6.85864e-05 3.01159e-05 9.3317e-05
2 0.00478314 0.000177153 1.90555e-05 3.87974e-05
3 0.00143666 5.32098e-05 9.7744e-05 8.83554e-07
4 0.00112319 4.15998e-05 1.76763e-05 3.19578e-05
5 0.00160263 5.93568e-05 3.11223e-05 2.10458e-05
6 0.00194121 7.18968e-05 2.25677e-05 7.98704e-05
7 0.00358836 0.000132902 0.000753637 0.000129144
8 0.0011273 4.17517e-05 6.28534e-06 4.04587e-05
9 0.000721997 2.67406e-05 8.05795e-06 5.92484e-05
0 0.33443 0.0123863 0.111039 6.66348e-05
1 0.16676 0.00617631 3.21372e-05 0.000148887
2 0.00187266 6.93577e-05 0.00012105 0.000124715
3 0.00213266 7.89874e-05 3.90656e-05 7.4331e-05
4 0.00295063 0.000109283 0.000130492 3.46382e-05
5 0.00317079 0.000117437 1.66559e-05 6.41711e-06
6 0.00352823 0.000130675 3.17845e-05 2.18186e-05
7 0.00229634 8.50498e-05 1.12399e-05 1.91004e-05
8 0.00100302 3.71489e-05 7.02309e-05 6.56186e-06
9 0.00344965 0.000127765 0.000115765 4.14829e-05
0 0.00315064 0.00011669 0.000361491 0.000202141
1 0.00777271 0.000287878 0.000134104 0.000109034
2 0.00455232 0.000168605 4.80665e-05 2.26733e-05
3 0.00505506 0.000187224 9.1981e-05 0.000381773
4 0.00110879 4.10664e-05 8.32705e-05 2.52162e-06
5 0.00330211 0.0001223 6.32875e-05 0.000314745
6 0.0056179 0.00020807 0.000175901 0.000484202
7 0.0876048 0.00324462 0.0283348 0.000126343
8 0.0036661 0.000135782 0.000190863 0.000130401
9 0.00635017 0.000235192 0.00010214 0.000197708
0 0.00228583 8.46605e-05 0.000244353 6.15651e-05
1 0.00132678 4.91401e-05 1.07954e-05 3.41983e-05
2 0.00454704 0.000168409 7.77231e-05 0.000625974
3 0.00217576 8.05836e-05 3.65185e-05 6.33455e-05
4 0.00267939 9.92367e-05 3.0008e-05 0.000336948
5 0.0019247 7.1285e-05 6.49342e-06 0.000123884
6 0.00388402 0.000143853 7.49325e-05 0.000143117
7 0.00327334 0.000121235 0.000146641 8.01736e-05
8 0.0019692 7.29332e-05 3.05987e-05 1.46228e-05
9 0.00402118 0.000148932 0.000852254 2.24415e-05
0 0.00426408 0.000157929 4.58639e-05 1.64939e-05
1 0.000918234 3.40087e-05 8.43089e-06 6.93169e-06
2 0.00310834 0.000115124 0.000224741 1.74481e-05
3 0.00328823 0.000121786 5.45098e-05 5.50652e-05
4 0.0034309 0.00012707 0.000489509 8.00321e-05
5 0.00488613 0.000180968 4.25942e-05 0.000183909
6 0.00228215 8.4524e-05 8.07543e-06 1.5567e-05
7 0.01145 0.000424073 1.73472e-05 4.19478e-05
8 0.00787343 0.000291609 4.94095e-05 0.000422694
9 0.00544785 0.000201772 0.000270058 0.000377506
0 0.0121606 0.000450392 6.68166e-05 3.12392e-05
1 0.0123762 0.000458378 8.40181e-05 0.000119862
2 0.00249367 9.23582e-05 7.93748e-05 0.000210434
3 0.00402305 0.000149002 3.69616e-05 5.60763e-05
4 0.000728091 2.69663e-05 1.31056e-05 1.81748e-05
5 0.0010174 3.76815e-05 5.13597e-05 9.27265e-05
6 0.00141771 5.25077e-05 3.57741e-05 6.39159e-06
7 0.00276714 0.000102487 0.000157981 1.4695e-05
8 0.00278455 0.000103131 2.1529e-05 4.30979e-05
9 0.617086 0.022855 2.74255e-06 0.111075
0 0.00246003 9.11123e-05 5.82674e-06 3.48412e-05
1 0.00181413 6.71899e-05 4.83315e-05 3.10975e-06
2 0.000206 7.62962e-06 8.08529e-07 1.17413e-05
3 0.00162221 6.0082e-05 1.81359e-06 0.000167637
4 0.00247557 9.16877e-05 2.60458e-05 2.90549e-05
5 0.00138529 5.13072e-05 2.22923e-06 4.97305e-06
6 0.000390648 1.44684e-05 2.72701e-05 9.48625e-06
7 0.00175501 6.50003e-05 5.13127e-05 4.84559e-05
8 0.00097937 3.62729e-05 1.76867e-05 3.03166e-05
9 0.00335743 0.000124349 0.000105908 6.38187e-05
0 0.00138529 5.13069e-05 5.66862e-06 1.66782e-05
1 0.00133415 4.9413e-05 1.18362e-05 2.59243e-05
2 0.00164495 6.09241e-05 0.000176257 0.0002036
3 0.00249725 9.24907e-05 2.98963e-05 0.00015204
4 0.00140247 5.19432e-05 8.63492e-05 4.95808e-06
5 0.000709016 2.62598e-05 1.27138e-05 1.9353e-05
6 0.0016593 6.14555e-05 3.38281e-05 0.000182958
7 0.00261913 9.70049e-05 5.87341e-05 0.000184138
8 0.000992465 3.67579e-05 2.12276e-05 8.85127e-06
9 0.000397235 1.47124e-05 9.06754e-07 1.55358e-05
0 0.00456944 0.000169238 1.58083e-05 6.64114e-06
1 0.00380029 0.000140752 8.45518e-05 1.46246e-05
2 0.00172092 6.37376e-05 3.18362e-06 0.000113132
3 0.0019285 7.14258e-05 8.1788e-06 6.98087e-05
4 0.0025494 9.44221e-05 8.15405e-06 3.50891e-05
5 0.00660639 0.000244681 0.00039122 4.18219e-05
6 0.00238309 8.82626e-05 8.90293e-05 0.000175616
7 0.00352022 0.000130378 3.69937e-05 5.18692e-05
8 0.000690848 2.5587e-05 3.77909e-05 3.23578e-05
9 0.00301526 0.000111676 1.27017e-05 0.000397777
0 0.00205075 7.59536e-05 0.000240883 0.000170221
1 0.00217363 8.0505e-05 1.32165e-05 0.000142553
2 0.00218009 8.07441e-05 2.62186e-05 7.38241e-05
3 0.000678808 2.5141e-05 8.23053e-05 4.38267e-05
4 0.00464795 0.000172146 6.32615e-05 0.00100063
5 0.0432244 0.0016009 2.87373e-05 1.31879e-05
6 0.000739443 2.73868e-05 1.84026e-06 3.36204e-05
7 0.00519745 0.000192498 2.17478e-05 8.45724e-06
8 0.00166923 6.18234e-05 4.81966e-05 8.20407e-05
9 0.00203292 7.52934e-05 2.86947e-06 7.81623e-06
0 0.00224032 8.29748e-05 0.000515945 1.39165e-05
1 0.00149454 5.53535e-05 0.000360945 5.98121e-06
2 0.0846362 0.00313467 3.21351e-05 0.0280749
3 0.00114817 4.25247e-05 2.09572e-05 2.69682e-06
4 0.00425723 0.000157675 8.14157e-05 1.036e-06
5 0.00115373 4.27308e-05 2.35262e-06 1.11261e-05
6 0.000869003 3.21853e-05 7.10444e-05 1.76959e-05
7 0.00943335 0.000349383 2.85505e-05 0.000561965
8 0.00271972 0.00010073 2.84744e-05 0.000186956
9 0.00179176 6.63613e-05 5.47303e-05 5.36537e-05
0 0.000992141 3.6746e-05 2.08319e-06 0.000165255
1 0.00372944 0.000138128 0.000162089 1.73538e-05
2 0.010313 0.000381964 0.000152676 5.9738e-05
3 0.00475689 0.000176181 7.16294e-05 0.000117691
4 0.00343373 0.000127175 5.94882e-05 0.000224764
5 0.00693697 0.000256925 0.00208185 2.18228e-06
6 0.000971545 3.59831e-05 9.04753e-06 5.25189e-05
7 0.00283912 0.000105153 4.56767e-05 1.43864e-05
8 0.00493694 0.00018285 1.96582e-05 0.000170442
9 0.00220779 8.17701e-05 1.76268e-05 7.35372e-06
0 0.00164774 6.10275e-05 4.85288e-05 7.4204e-05
1 0.00178634 6.61607e-05 1.4307e-05 2.692e-05
2 0.0217055 0.000803907 4.37134e-05 7.29095e-06
3 0.00122993 4.55528e-05 5.29541e-05 1.44596e-05
4 0.00168793 6.2516e-05 1.46988e-05 2.01738e-05
5 0.00567931 0.000210345 2.11498e-05 0.000155197
6 0.000787373 2.9162e-05 3.90472e-05 2.1579e-06
7 0.00136098 5.04066e-05 3.46015e-05 1.15256e-06
8 0.00309687 0.000114699 5.32446e-05 8.69195e-05
9 0.00111606 4.13357e-05 1.56908e-05 1.07607e-05
0 0.000368362 1.3643e-05 3.85152e-05 1.57682e-05
1 0.00190864 7.06904e-05 1.48325e-05 0.000161138
2 0.000346008 1.28151e-05 1.17851e-05 1.18317e-05
3 0.00222436 8.23838e-05 1.66332e-05 0.000450922
4 0.00230409 8.53366e-05 1.92717e-05 1.68763e-05
5 0.00301068 0.000111507 8.98222e-06 0.000583547
6 0.00478639 0.000177274 0.000588455 2.39534e-05
7 0.00471521 0.000174637 2.10195e-05 0.00029491
8 0.00250958 9.29474e-05 0.000154557 3.52879e-05
9 0.293349 0.0108648 0.0957839 4.60768e-05
0 0.0047397 0.000175545 4.88707e-05 2.30544e-05
1 0.0024211 8.96703e-05 0.000118868 3.75477e-05
2 0.00381155 0.000141169 4.94941e-05 0.000329004
3 0.499855 0.0185131 0.165206 9.03676e-05
4 0.00651326 0.000241232 0.000330954 5.3105e-05
5 0.00623482 0.000230919 2.98393e-05 0.000104667
6 0.00262579 9.72516e-05 8.29822e-05 0.000159577
